	BE_Earth	BE_ISS	Cul_Earth	Cul_SC	Human	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	Cul_Earth_prop	Cul_SC_prop	fxn	p.val	p.adj.BH
PTS system mannose-specific EIID component	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	PTS system mannose-specific EIID component	0.904601710178055	1
PTS system N-acetylglucosamine-specific EIICBA component	1	8	1	2	33	11	100	100	100	100	100	100	PTS system N-acetylglucosamine-specific EIICBA component	1	1
PTS system oligo-beta-mannoside-specific EIIB component	0	0	0	0	3	1	0	0	9.09090909090909	9.09090909090909	0	0	PTS system oligo-beta-mannoside-specific EIIB component	0.761102572998738	1
PTS system sorbose-specific EIIC component	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	PTS system sorbose-specific EIIC component	0.904601710178055	1
PTS system trehalose-specific EIIBC component	1	8	1	2	33	11	100	100	100	100	100	100	PTS system trehalose-specific EIIBC component	1	1
PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	1	8	1	2	33	11	100	100	100	100	100	100	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	1	1
PtsGHI operon antiterminator	1	8	1	2	33	11	100	100	100	100	100	100	PtsGHI operon antiterminator	1	1
Pullulanase	1	8	1	2	33	11	100	100	100	100	100	100	Pullulanase	1	1
Pur operon repressor	1	8	1	2	33	11	100	100	100	100	100	100	Pur operon repressor	1	1
Purine efflux pump PbuE	1	8	1	2	33	11	100	100	100	100	100	100	Purine efflux pump PbuE	1	1
Purine nucleoside phosphorylase 1	1	8	1	2	33	11	100	100	100	100	100	100	Purine nucleoside phosphorylase 1	1	1
Purine nucleoside phosphorylase DeoD-type	1	8	1	2	33	11	100	100	100	100	100	100	Purine nucleoside phosphorylase DeoD-type	1	1
Purine nucleoside transport protein NupG	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Purine nucleoside transport protein NupG	0.904601710178057	1
Purine ribonucleoside efflux pump NepI	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Purine ribonucleoside efflux pump NepI	0.904601710178055	1
Putative 2-aminoethylphosphonate transport system permease protein PhnV	1	7	1	2	32	11	100	87.5	100	96.969696969697	100	100	Putative 2-aminoethylphosphonate transport system permease protein PhnV	0.700421843681384	1
putative 2-dehydropantoate 2-reductase	1	8	1	2	33	11	100	100	100	100	100	100	putative 2-dehydropantoate 2-reductase	1	1
Putative 2-hydroxyacid dehydrogenase	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Putative 2-hydroxyacid dehydrogenase	0.509823321959338	1
putative 2,4-dienoyl-CoA reductase	1	8	1	2	33	11	100	100	100	100	100	100	putative 2,4-dienoyl-CoA reductase	1	1
putative 3-hydroxyacyl-CoA dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	putative 3-hydroxyacyl-CoA dehydrogenase	1	1
putative 3-hydroxybutyryl-CoA dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	putative 3-hydroxybutyryl-CoA dehydrogenase	1	1
Putative 3-methyladenine DNA glycosylase	1	8	1	2	33	11	100	100	100	100	100	100	Putative 3-methyladenine DNA glycosylase	1	1
Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase	0.904601710178056	1
putative 6-phospho-beta-glucosidase	1	8	1	2	33	11	100	100	100	100	100	100	putative 6-phospho-beta-glucosidase	1	1
Putative 8-oxo-dGTP diphosphatase YtkD	1	8	1	2	33	11	100	100	100	100	100	100	Putative 8-oxo-dGTP diphosphatase YtkD	1	1
putative AAA domain-containing protein	1	8	1	2	33	11	100	100	100	100	100	100	putative AAA domain-containing protein	1	1
putative ABC transporter ATP-binding protein	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter ATP-binding protein	1	1
putative ABC transporter ATP-binding protein YbhF	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter ATP-binding protein YbhF	1	1
putative ABC transporter ATP-binding protein YbiT	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter ATP-binding protein YbiT	1	1
putative ABC transporter ATP-binding protein YheS	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter ATP-binding protein YheS	1	1
putative ABC transporter ATP-binding protein YknY	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter ATP-binding protein YknY	1	1
putative ABC transporter ATP-binding protein YxlF	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter ATP-binding protein YxlF	1	1
putative ABC transporter permease	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter permease	1	1
putative ABC transporter permease YknZ	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter permease YknZ	1	1
putative ABC transporter solute-binding protein YclQ	1	8	1	2	33	11	100	100	100	100	100	100	putative ABC transporter solute-binding protein YclQ	1	1
Putative acetyl-CoA C-acetyltransferase YhfS	1	8	1	2	33	11	100	100	100	100	100	100	Putative acetyl-CoA C-acetyltransferase YhfS	1	1
Putative acetyltransferase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Putative acetyltransferase	0.904601710178056	1
Putative acetyltransferase EpsM	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Putative acetyltransferase EpsM	0.904601710178057	1
Putative acid--amine ligase YgiC	1	0	0	0	5	1	100	0	9.09090909090909	15.1515151515152	0	0	Putative acid--amine ligase YgiC	0.535740610988539	1
Putative acid--amine ligase YjfC	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative acid--amine ligase YjfC	0.904601710178057	1
putative acrylyl-CoA reductase AcuI	0	0	0	0	2	3	0	0	27.2727272727273	6.06060606060606	0	0	putative acrylyl-CoA reductase AcuI	0.237165149190097	1
putative acyl--CoA ligase YhfT	1	8	1	2	33	11	100	100	100	100	100	100	putative acyl--CoA ligase YhfT	1	1
putative acyl-CoA dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	putative acyl-CoA dehydrogenase	1	1
Putative acyl-CoA dehydrogenase YdbM	1	8	1	2	33	11	100	100	100	100	100	100	Putative acyl-CoA dehydrogenase YdbM	1	1
putative acyl-CoA thioester hydrolase	1	8	1	2	33	11	100	100	100	100	100	100	putative acyl-CoA thioester hydrolase	1	1
Putative adenine deaminase YerA	1	8	1	2	28	11	100	100	100	84.8484848484848	100	100	Putative adenine deaminase YerA	0.245206142472284	1
putative adenylyl-sulfate kinase	1	8	1	2	33	11	100	100	100	100	100	100	putative adenylyl-sulfate kinase	1	1
putative adenylyltransferase/sulfurtransferase MoeZ	1	8	1	2	33	11	100	100	100	100	100	100	putative adenylyltransferase/sulfurtransferase MoeZ	1	1
Putative ADP-ribosyltransferase Certhrax	1	0	0	0	4	1	100	0	9.09090909090909	12.1212121212121	0	0	Putative ADP-ribosyltransferase Certhrax	0.656853928756089	1
Putative aldehyde dehydrogenase AldA	1	0	0	0	8	1	100	0	9.09090909090909	24.2424242424242	0	0	Putative aldehyde dehydrogenase AldA	0.217402103602016	1
putative amino acid permease YhdG	1	8	1	2	33	11	100	100	100	100	100	100	putative amino acid permease YhdG	1	1
putative amino-acid metabolite efflux pump	1	8	1	2	33	11	100	100	100	100	100	100	putative amino-acid metabolite efflux pump	1	1
putative amino-acid racemase	1	8	1	2	33	11	100	100	100	100	100	100	putative amino-acid racemase	1	1
Putative aminopeptidase YsdC	1	8	1	2	33	11	100	100	100	100	100	100	Putative aminopeptidase YsdC	1	1
putative aminotransferase	1	8	1	2	33	11	100	100	100	100	100	100	putative aminotransferase	1	1
Putative antitoxin HigA2	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Putative antitoxin HigA2	0.904601710178056	1
Putative antitoxin YwqK	0	0	0	0	5	0	0	0	0	15.1515151515152	0	0	Putative antitoxin YwqK	0.245206142472284	1
Putative arginine/ornithine antiporter	0	0	0	0	4	1	0	0	9.09090909090909	12.1212121212121	0	0	Putative arginine/ornithine antiporter	0.656853928756089	1
putative ATP synthase YscN	1	8	1	2	33	11	100	100	100	100	100	100	putative ATP synthase YscN	1	1
Putative ATP-dependent DNA helicase YjcD	1	8	1	2	33	11	100	100	100	100	100	100	Putative ATP-dependent DNA helicase YjcD	1	1
putative ATP-dependent helicase DinG 	1	8	1	2	33	11	100	100	100	100	100	100	putative ATP-dependent helicase DinG 	1	1
Putative bacilysin exporter BacE	1	8	1	2	33	11	100	100	100	100	100	100	Putative bacilysin exporter BacE	1	1
putative beta-barrel protein YwiB	1	8	1	2	33	11	100	100	100	100	100	100	putative beta-barrel protein YwiB	1	1
putative bifunctional chitinase/lysozyme	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	putative bifunctional chitinase/lysozyme	0.904601710178055	1
Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase	1	8	1	2	33	11	100	100	100	100	100	100	Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase	1	1
putative capsular polysaccharide biosynthesis protein YwqC	1	8	1	2	33	11	100	100	100	100	100	100	putative capsular polysaccharide biosynthesis protein YwqC	1	1
putative carboxylesterase nap	0	0	0	0	5	0	0	0	0	15.1515151515152	0	0	putative carboxylesterase nap	0.245206142472283	1
Putative carboxypeptidase YodJ	1	8	1	2	33	11	100	100	100	100	100	100	Putative carboxypeptidase YodJ	1	1
putative cardiolipin synthase YwiE	1	8	1	2	33	11	100	100	100	100	100	100	putative cardiolipin synthase YwiE	1	1
putative chaperone CsaA	1	8	1	2	33	11	100	100	100	100	100	100	putative chaperone CsaA	1	1
Putative competence-damage inducible protein	1	8	1	2	33	11	100	100	100	100	100	100	Putative competence-damage inducible protein	1	1
Putative cysteine desulfurase NifS	1	8	1	2	33	11	100	100	100	100	100	100	Putative cysteine desulfurase NifS	1	1
Putative cysteine ligase BshC	1	8	1	2	33	11	100	100	100	100	100	100	Putative cysteine ligase BshC	1	1
putative cysteine-rich protein YhjQ	0	0	0	0	7	2	0	0	18.1818181818182	21.2121212121212	0	0	putative cysteine-rich protein YhjQ	0.34435391868898	1
putative cystine transporter YijE	0	0	0	0	1	2	0	0	18.1818181818182	3.03030303030303	0	0	putative cystine transporter YijE	0.420796581644024	1
Putative cytochrome bd menaquinol oxidase subunit I	1	8	1	2	33	11	100	100	100	100	100	100	Putative cytochrome bd menaquinol oxidase subunit I	1	1
Putative cytochrome bd menaquinol oxidase subunit II	1	8	1	2	33	11	100	100	100	100	100	100	Putative cytochrome bd menaquinol oxidase subunit II	1	1
putative D,D-dipeptide transport system permease protein DdpC	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative D,D-dipeptide transport system permease protein DdpC	0.904601710178056	1
Putative defective protein IntQ	0	0	0	0	4	0	0	0	0	12.1212121212121	0	0	Putative defective protein IntQ	0.367665135374663	1
putative diguanylate cyclase YdaM	1	8	1	2	33	11	100	100	100	100	100	100	putative diguanylate cyclase YdaM	1	1
Putative dipeptidase	1	8	1	2	33	11	100	100	100	100	100	100	Putative dipeptidase	1	1
Putative DNA-binding proteinA	1	8	1	2	33	11	100	100	100	100	100	100	Putative DNA-binding proteinA	1	1
putative dual-specificity RNA methyltransferase RlmN	1	8	1	2	33	11	100	100	100	100	100	100	putative dual-specificity RNA methyltransferase RlmN	1	1
putative EAL-domain containing protein YkuI	1	8	1	2	33	11	100	100	100	100	100	100	putative EAL-domain containing protein YkuI	1	1
Putative efflux system component YknX	1	8	1	2	33	11	100	100	100	100	100	100	Putative efflux system component YknX	1	1
putative endonuclease 4	1	8	1	2	33	11	100	100	100	100	100	100	putative endonuclease 4	1	1
putative enoyl-CoA hydratase	1	8	1	2	33	11	100	100	100	100	100	100	putative enoyl-CoA hydratase	1	1
putative epimerase/dehydratase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative epimerase/dehydratase	0.904601710178056	1
Putative epoxidase LasC	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative epoxidase LasC	0.904601710178056	1
Putative esterase	1	8	1	2	33	11	100	100	100	100	100	100	Putative esterase	1	1
putative FAD-linked oxidoreductase	1	8	1	2	33	11	100	100	100	100	100	100	putative FAD-linked oxidoreductase	1	1
Putative flagellin YvzB	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Putative flagellin YvzB	0.509823321959338	1
Putative fluoride ion transporter CrcB	1	8	1	2	33	11	100	100	100	100	100	100	Putative fluoride ion transporter CrcB	1	1
putative FMN/FAD exporter YeeO	1	8	1	2	33	11	100	100	100	100	100	100	putative FMN/FAD exporter YeeO	1	1
Putative formate dehydrogenase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative formate dehydrogenase	0.904601710178056	1
putative formate transporter 2	1	8	1	2	33	11	100	100	100	100	100	100	putative formate transporter 2	1	1
putative fructose-bisphosphate aldolase	1	8	1	2	33	11	100	100	100	100	100	100	putative fructose-bisphosphate aldolase	1	1
putative glucose uptake protein GlcU	1	8	1	2	33	11	100	100	100	100	100	100	putative glucose uptake protein GlcU	1	1
putative glutamine ABC transporter permease protein GlnM	1	8	1	2	33	11	100	100	100	100	100	100	putative glutamine ABC transporter permease protein GlnM	1	1
putative glutamine ABC transporter permease protein GlnP	1	8	1	2	33	11	100	100	100	100	100	100	putative glutamine ABC transporter permease protein GlnP	1	1
putative glycerol-3-phosphate acyltransferase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	putative glycerol-3-phosphate acyltransferase	0.904601710178056	1
putative glycerophosphodiester phosphodiesterase 1	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative glycerophosphodiester phosphodiesterase 1	0.904601710178056	1
putative glycine dehydrogenase (decarboxylating) subunit 1	1	8	1	2	33	11	100	100	100	100	100	100	putative glycine dehydrogenase (decarboxylating) subunit 1	1	1
putative glycine dehydrogenase (decarboxylating) subunit 2	1	8	1	2	33	11	100	100	100	100	100	100	putative glycine dehydrogenase (decarboxylating) subunit 2	1	1
Putative glycosyltransferase CsbB	0	0	0	0	9	3	0	0	27.2727272727273	27.2727272727273	0	0	Putative glycosyltransferase CsbB	0.188802300514215	1
Putative glycosyltransferase EpsH	1	8	1	2	27	10	100	100	90.9090909090909	81.8181818181818	100	100	Putative glycosyltransferase EpsH	0.415091147476381	1
putative GMC-type oxidoreductase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	putative GMC-type oxidoreductase	0.509823321959338	1
putative GTP-binding protein EngB	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative GTP-binding protein EngB	0.904601710178056	1
putative GTP-binding protein YjiA	1	8	1	2	33	11	100	100	100	100	100	100	putative GTP-binding protein YjiA	1	1
Putative HAD-hydrolase YfnB	1	8	1	2	33	11	100	100	100	100	100	100	Putative HAD-hydrolase YfnB	1	1
putative helicase HelY	0	0	0	0	6	2	0	0	18.1818181818182	18.1818181818182	0	0	putative helicase HelY	0.420062154425948	1
Putative heme-dependent peroxidase	1	8	1	2	33	11	100	100	100	100	100	100	Putative heme-dependent peroxidase	1	1
putative heme-iron transport system permease protein IsdF	1	8	1	2	33	11	100	100	100	100	100	100	putative heme-iron transport system permease protein IsdF	1	1
Putative hemin import ATP-binding protein HrtA	1	8	1	2	33	11	100	100	100	100	100	100	Putative hemin import ATP-binding protein HrtA	1	1
putative HIT-like protein	1	8	1	2	33	11	100	100	100	100	100	100	putative HIT-like protein	1	1
Putative HMP/thiamine import ATP-binding protein YkoD	1	8	1	2	33	11	100	100	100	100	100	100	Putative HMP/thiamine import ATP-binding protein YkoD	1	1
putative HTH-type transcriptional regulator YbbH	1	8	1	2	33	11	100	100	100	100	100	100	putative HTH-type transcriptional regulator YbbH	1	1
putative HTH-type transcriptional regulator YfiR	1	8	1	2	30	9	100	100	81.8181818181818	90.9090909090909	100	100	putative HTH-type transcriptional regulator YfiR	0.562366794886924	1
putative HTH-type transcriptional regulator YtcD	1	8	1	2	33	11	100	100	100	100	100	100	putative HTH-type transcriptional regulator YtcD	1	1
putative HTH-type transcriptional regulator YttP	1	8	1	2	33	11	100	100	100	100	100	100	putative HTH-type transcriptional regulator YttP	1	1
putative HTH-type transcriptional regulator YtzE	1	8	1	2	33	11	100	100	100	100	100	100	putative HTH-type transcriptional regulator YtzE	1	1
putative HTH-type transcriptional regulator YusO	1	8	1	2	33	11	100	100	100	100	100	100	putative HTH-type transcriptional regulator YusO	1	1
putative HTH-type transcriptional regulator YvdT	1	8	1	2	33	11	100	100	100	100	100	100	putative HTH-type transcriptional regulator YvdT	1	1
Putative HTH-type transcriptional regulator YwnA	1	8	1	2	33	11	100	100	100	100	100	100	Putative HTH-type transcriptional regulator YwnA	1	1
putative HTH-type transcriptional regulator YxaF	1	8	1	2	28	10	100	100	90.9090909090909	84.8484848484848	100	100	putative HTH-type transcriptional regulator YxaF	0.535740610988539	1
putative HTH-type transcriptional regulator YybR	1	8	1	2	33	11	100	100	100	100	100	100	putative HTH-type transcriptional regulator YybR	1	1
putative HTH-type transcriptional regulator/GBAA_1941/BAS1801	1	8	1	2	33	11	100	100	100	100	100	100	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801	1	1
Putative hydrolase MhqD	1	8	1	2	33	11	100	100	100	100	100	100	Putative hydrolase MhqD	1	1
putative hydrolase YxeP	1	8	1	2	33	11	100	100	100	100	100	100	putative hydrolase YxeP	1	1
putative inner membrane transporter YedA	1	8	1	2	33	11	100	100	100	100	100	100	putative inner membrane transporter YedA	1	1
putative inner membrane transporter YhbE	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	putative inner membrane transporter YhbE	0.823319770247701	1
putative inner membrane transporter YicL	1	8	1	2	33	11	100	100	100	100	100	100	putative inner membrane transporter YicL	1	1
putative iron export permease protein FetB	1	8	1	2	33	11	100	100	100	100	100	100	putative iron export permease protein FetB	1	1
putative isomerase YddE	1	8	1	2	33	11	100	100	100	100	100	100	putative isomerase YddE	1	1
Putative L,D-transpeptidase YkuD	1	8	1	2	33	11	100	100	100	100	100	100	Putative L,D-transpeptidase YkuD	1	1
putative licABCH operon regulator	1	8	1	2	33	11	100	100	100	100	100	100	putative licABCH operon regulator	1	1
putative lipid II flippase MurJ	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	putative lipid II flippase MurJ	0.823319770247702	1
Putative lipid kinase BmrU	1	8	1	2	33	11	100	100	100	100	100	100	Putative lipid kinase BmrU	1	1
putative lipoprotein YcdA	0	0	0	0	2	1	0	0	9.09090909090909	6.06060606060606	0	0	putative lipoprotein YcdA	0.827715783507218	1
putative lipoprotein YjhA	1	0	0	0	2	0	100	0	0	6.06060606060606	0	0	putative lipoprotein YjhA	0.718582237075454	1
putative malate:quinone oxidoreductase 1	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative malate:quinone oxidoreductase 1	0.904601710178057	1
putative manganese efflux pump MntP	1	8	1	2	33	11	100	100	100	100	100	100	putative manganese efflux pump MntP	1	1
Putative mannose-6-phosphate isomerase YvyI	0	0	0	0	2	1	0	0	9.09090909090909	6.06060606060606	0	0	Putative mannose-6-phosphate isomerase YvyI	0.827715783507218	1
putative membrane protein	1	8	1	2	33	11	100	100	100	100	100	100	putative membrane protein	1	1
Putative membrane protein insertion efficiency factor	1	8	1	2	33	11	100	100	100	100	100	100	Putative membrane protein insertion efficiency factor	1	1
putative membrane protein YdfK	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	putative membrane protein YdfK	0.718582237075454	1
Putative membrane protein YdgH	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative membrane protein YdgH	0.904601710178056	1
putative membrane protein YhdT	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	putative membrane protein YhdT	0.904601710178056	1
putative membrane protein YttA	0	0	0	0	3	3	0	0	27.2727272727273	9.09090909090909	0	0	putative membrane protein YttA	0.296635490838847	1
putative membrane protein YuaF	1	8	1	2	33	11	100	100	100	100	100	100	putative membrane protein YuaF	1	1
Putative metabolite transport protein YjhB	1	8	1	2	30	11	100	100	100	90.9090909090909	100	100	Putative metabolite transport protein YjhB	0.5282244944746	1
Putative metal chaperone YciC	1	8	1	2	33	11	100	100	100	100	100	100	Putative metal chaperone YciC	1	1
Putative metal-dependent hydrolase YfiT	1	8	1	2	33	11	100	100	100	100	100	100	Putative metal-dependent hydrolase YfiT	1	1
putative metallo-hydrolase	1	8	1	2	33	11	100	100	100	100	100	100	putative metallo-hydrolase	1	1
putative metallo-hydrolase YflN	1	8	1	2	33	11	100	100	100	100	100	100	putative metallo-hydrolase YflN	1	1
Putative metallo-hydrolase YycJ	1	8	1	2	33	11	100	100	100	100	100	100	Putative metallo-hydrolase YycJ	1	1
Putative metallophosphoesterase MG207 	1	8	1	2	33	11	100	100	100	100	100	100	Putative metallophosphoesterase MG207 	1	1
putative metallophosphoesterase YhaO	1	8	1	2	33	11	100	100	100	100	100	100	putative metallophosphoesterase YhaO	1	1
Putative methyl-accepting chemotaxis protein YoaH	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Putative methyl-accepting chemotaxis protein YoaH	0.904601710178057	1
putative methyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	putative methyltransferase	1	1
putative methyltransferase YcgJ	1	8	1	2	33	11	100	100	100	100	100	100	putative methyltransferase YcgJ	1	1
putative MFS-type transporter	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	putative MFS-type transporter	0.509823321959338	1
putative MFS-type transporter YcaD	1	8	1	2	33	11	100	100	100	100	100	100	putative MFS-type transporter YcaD	1	1
putative MFS-type transporter YhjX	1	8	1	2	33	11	100	100	100	100	100	100	putative MFS-type transporter YhjX	1	1
putative molybdenum cofactor guanylyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	putative molybdenum cofactor guanylyltransferase	1	1
Putative monooxygenase	1	8	1	2	33	11	100	100	100	100	100	100	Putative monooxygenase	1	1
Putative monooxygenase YcnE	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Putative monooxygenase YcnE	0.509823321959338	1
Putative monooxygenase YdhR	1	8	1	2	26	8	100	100	72.7272727272727	78.7878787878788	100	100	Putative monooxygenase YdhR	0.271404912061832	1
putative MscS family protein YfkC	1	8	1	2	33	11	100	100	100	100	100	100	putative MscS family protein YfkC	1	1
putative MscS family protein YkuT	1	8	1	2	33	11	100	100	100	100	100	100	putative MscS family protein YkuT	1	1
Putative multidrug export ATP-binding/permease protein	1	8	1	2	33	11	100	100	100	100	100	100	Putative multidrug export ATP-binding/permease protein	1	1
putative multidrug resistance ABC transporter ATP-binding/permease protein YheH	1	8	1	2	33	11	100	100	100	100	100	100	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH	1	1
putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	1	8	1	2	33	11	100	100	100	100	100	100	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	1	1
putative multidrug resistance protein EmrK	1	8	1	2	33	11	100	100	100	100	100	100	putative multidrug resistance protein EmrK	1	1
putative multidrug resistance protein EmrY	1	8	1	2	32	10	100	100	90.9090909090909	96.969696969697	100	100	putative multidrug resistance protein EmrY	0.823319770247701	1
putative murein peptide carboxypeptidase	1	8	1	2	33	11	100	100	100	100	100	100	putative murein peptide carboxypeptidase	1	1
Putative mutator protein MutT4	1	8	1	2	33	11	100	100	100	100	100	100	Putative mutator protein MutT4	1	1
Putative mycofactocin biosynthesis glycosyltransferase MftF	0	0	0	0	4	0	0	0	0	12.1212121212121	0	0	Putative mycofactocin biosynthesis glycosyltransferase MftF	0.367665135374662	1
putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2	1	8	1	2	33	11	100	100	100	100	100	100	putative N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2	1	1
Putative N-acetyl-LL-diaminopimelate aminotransferase	1	8	1	2	33	11	100	100	100	100	100	100	Putative N-acetyl-LL-diaminopimelate aminotransferase	1	1
putative N-acetyltransferase YjcF	1	8	1	2	33	11	100	100	100	100	100	100	putative N-acetyltransferase YjcF	1	1
putative N-acetyltransferase YlbP	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	putative N-acetyltransferase YlbP	0.509823321959338	1
putative N-acetyltransferase YvbK	1	8	1	2	33	11	100	100	100	100	100	100	putative N-acetyltransferase YvbK	1	1
putative N-acetyltransferase YycN	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	putative N-acetyltransferase YycN	0.509823321959338	1
putative NAD-dependent malic enzyme 2	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	putative NAD-dependent malic enzyme 2	0.718582237075454	1
Putative NAD(P)H nitroreductase MhqN	1	8	1	2	33	11	100	100	100	100	100	100	Putative NAD(P)H nitroreductase MhqN	1	1
Putative NAD(P)H nitroreductase YdjA	1	8	1	2	33	11	100	100	100	100	100	100	Putative NAD(P)H nitroreductase YdjA	1	1
Putative NAD(P)H nitroreductase YfkO	1	8	1	2	28	11	100	100	100	84.8484848484848	100	100	Putative NAD(P)H nitroreductase YfkO	0.245206142472284	1
Putative NAD(P)H nitroreductase YodC	1	8	1	2	33	11	100	100	100	100	100	100	Putative NAD(P)H nitroreductase YodC	1	1
Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN	1	8	1	2	33	11	100	100	100	100	100	100	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN	1	1
Putative niacin/nicotinamide transporter NaiP	1	8	1	2	33	11	100	100	100	100	100	100	Putative niacin/nicotinamide transporter NaiP	1	1
putative nicotinate-nucleotide adenylyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	putative nicotinate-nucleotide adenylyltransferase	1	1
putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]	0.509823321959338	1
putative nitrate transporter NarT	1	8	1	2	26	10	100	100	90.9090909090909	78.7878787878788	100	100	putative nitrate transporter NarT	0.306922276645484	1
putative NTE family protein	1	8	1	2	33	11	100	100	100	100	100	100	putative NTE family protein	1	1
Putative nucleoside permease NupX	1	8	1	2	33	11	100	100	100	100	100	100	Putative nucleoside permease NupX	1	1
Putative O-methyltransferase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Putative O-methyltransferase	0.509823321959338	1
Putative O-methyltransferase/MSMEI_4947	1	8	1	2	33	11	100	100	100	100	100	100	Putative O-methyltransferase/MSMEI_4947	1	1
Putative O-phosphotransferase	0	0	0	0	5	0	0	0	0	15.1515151515152	0	0	Putative O-phosphotransferase	0.245206142472284	1
putative oxidoreductase	1	8	1	2	33	11	100	100	100	100	100	100	putative oxidoreductase	1	1
Putative oxidoreductase CatD	1	8	1	2	33	11	100	100	100	100	100	100	Putative oxidoreductase CatD	1	1
Putative oxidoreductase MhqP	1	8	1	2	33	11	100	100	100	100	100	100	Putative oxidoreductase MhqP	1	1
Putative oxidoreductase YceM	1	8	1	2	33	11	100	100	100	100	100	100	Putative oxidoreductase YceM	1	1
putative oxidoreductase YhhX	1	8	1	2	31	10	100	100	90.9090909090909	93.9393939393939	100	100	putative oxidoreductase YhhX	0.827715783507219	1
putative oxidoreductase YtbE	1	8	1	2	33	11	100	100	100	100	100	100	putative oxidoreductase YtbE	1	1
Putative oxidoreductase YteT	0	0	0	0	6	1	0	0	9.09090909090909	18.1818181818182	0	0	Putative oxidoreductase YteT	0.415091147476383	1
Putative penicillin-binding protein PbpX	1	8	1	2	33	11	100	100	100	100	100	100	Putative penicillin-binding protein PbpX	1	1
putative peptidase	1	8	1	2	33	11	100	100	100	100	100	100	putative peptidase	1	1
Putative peptide zinc metalloprotease protein YydH	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Putative peptide zinc metalloprotease protein YydH	0.509823321959338	1
